"","y"
"2017-04-08 18:30:00",33977.17976
"2017-04-08 18:40:00",35545.83423
"2017-04-08 18:50:00",37883.31539
"2017-04-08 19:00:00",41020.62433
"2017-04-08 19:10:00",42353.67061
"2017-04-08 19:20:00",42824.88698
"2017-04-08 19:30:00",42930.29064
"2017-04-08 19:40:00",43072.89559
"2017-04-08 19:50:00",43358.10549
"2017-04-08 20:00:00",43401.507
"2017-04-08 20:10:00",43327.10441
"2017-04-08 20:20:00",43153.49839
"2017-04-08 20:30:00",43029.49408
"2017-04-08 20:40:00",43097.69645
"2017-04-08 20:50:00",42521.07643
"2017-04-08 21:00:00",42130.46286
"2017-04-08 21:10:00",42012.65877
"2017-04-08 21:20:00",41529.04198
"2017-04-08 21:30:00",41293.4338
"2017-04-08 21:40:00",40778.81593
"2017-04-08 21:50:00",40413.00323
"2017-04-08 22:00:00",39941.78687
"2017-04-08 22:10:00",39061.3563
"2017-04-08 22:20:00",38366.93219
"2017-04-08 22:30:00",37498.90205
"2017-04-08 22:40:00",36748.676
"2017-04-08 22:50:00",36017.05059
"2017-04-08 23:00:00",35136.62002
"2017-04-08 23:10:00",34423.59526
"2017-04-08 23:20:00",33047.14747
"2017-04-08 23:30:00",32141.91604
"2017-04-08 23:40:00",31311.08719
"2017-04-08 23:50:00",30362.45425
"2017-04-09 00:00:00",29469.62325
"2017-04-09 00:10:00",28706.99677
"2017-04-09 00:20:00",27832.76642
"2017-04-09 00:30:00",27423.55221
"2017-04-09 00:40:00",26865.53283
"2017-04-09 00:50:00",26406.7169
"2017-04-09 01:00:00",25991.30248
"2017-04-09 01:10:00",25644.09042
"2017-04-09 01:20:00",25303.07858
"2017-04-09 01:30:00",25098.47147
"2017-04-09 01:40:00",24546.65231
"2017-04-09 01:50:00",24348.24543
"2017-04-09 02:00:00",24224.24112
"2017-04-09 02:10:00",23926.63079
"2017-04-09 02:20:00",23808.8267
"2017-04-09 02:30:00",23784.02583
"2017-04-09 02:40:00",23771.6254
"2017-04-09 02:50:00",23449.21421
"2017-04-09 03:00:00",23412.01292
"2017-04-09 03:10:00",23356.21098
"2017-04-09 03:20:00",23126.80301
"2017-04-09 03:30:00",23108.20237
"2017-04-09 03:40:00",23281.8084
"2017-04-09 03:50:00",23139.20344
"2017-04-09 04:00:00",23399.61249
"2017-04-09 04:10:00",23505.01615
"2017-04-09 04:20:00",24249.04198
"2017-04-09 04:30:00",24608.65447
"2017-04-09 04:40:00",24472.24973
"2017-04-09 04:50:00",23759.22497
"2017-04-09 05:00:00",23635.22067
"2017-04-09 05:10:00",23368.61141
"2017-04-09 05:20:00",22959.3972
"2017-04-09 05:30:00",21806.15716
"2017-04-09 05:40:00",20758.32078
"2017-04-09 05:50:00",20175.50054
"2017-04-09 06:00:00",20008.09473
"2017-04-09 06:10:00",20008.09473
"2017-04-09 06:20:00",19803.48762
"2017-04-09 06:30:00",19921.29171
"2017-04-09 06:40:00",20274.70398
"2017-04-09 06:50:00",20485.5113
"2017-04-09 07:00:00",20702.51884
"2017-04-09 07:10:00",20801.72228
"2017-04-09 07:20:00",21378.3423
"2017-04-09 07:30:00",21725.55436
"2017-04-09 07:40:00",21899.16039
"2017-04-09 07:50:00",23350.01076
"2017-04-09 08:00:00",24168.43918
"2017-04-09 08:10:00",24831.86222
"2017-04-09 08:20:00",25619.28956
"2017-04-09 08:30:00",26357.11518
"2017-04-09 08:40:00",26946.13563
"2017-04-09 08:50:00",27237.54575
"2017-04-09 09:00:00",27609.55867
"2017-04-09 09:10:00",27925.76964
"2017-04-09 09:20:00",28682.19591
"2017-04-09 09:30:00",28948.80517
"2017-04-09 09:40:00",29556.42626
"2017-04-09 09:50:00",30027.64263
"2017-04-09 10:00:00",30771.66846
"2017-04-09 10:10:00",30133.04629
"2017-04-09 10:20:00",30058.6437
"2017-04-09 10:30:00",30170.24758
"2017-04-09 10:40:00",30579.46179
"2017-04-09 10:50:00",30852.27126
"2017-04-09 11:00:00",30877.07212
"2017-04-09 11:10:00",30970.07535
"2017-04-09 11:20:00",31335.88805
"2017-04-09 11:30:00",31521.89451
"2017-04-09 11:40:00",31565.29602
"2017-04-09 11:50:00",31546.69537
"2017-04-09 12:00:00",31366.88913
"2017-04-09 12:10:00",31534.29494
"2017-04-09 12:20:00",31484.69322
"2017-04-09 12:30:00",31974.51023
"2017-04-09 12:40:00",32073.71367
"2017-04-09 12:50:00",32241.11948
"2017-04-09 13:00:00",32104.71475
"2017-04-09 13:10:00",32166.7169
"2017-04-09 13:20:00",31980.71044
"2017-04-09 13:30:00",32036.51238
"2017-04-09 13:40:00",31838.10549
"2017-04-09 13:50:00",31707.90097
"2017-04-09 14:00:00",31503.29386
"2017-04-09 14:10:00",31211.88375
"2017-04-09 14:20:00",31100.27987
"2017-04-09 14:30:00",30728.26695
"2017-04-09 14:40:00",30387.25511
"2017-04-09 14:50:00",30108.24543
"2017-04-09 15:00:00",29674.23036
"2017-04-09 15:10:00",29723.83208
"2017-04-09 15:20:00",29643.22928
"2017-04-09 15:30:00",29500.62433
"2017-04-09 15:40:00",29376.62002
"2017-04-09 15:50:00",29165.8127
"2017-04-09 16:00:00",29085.2099
"2017-04-09 16:10:00",28775.19914
"2017-04-09 16:20:00",28669.79548
"2017-04-09 16:30:00",28893.00323
"2017-04-09 16:40:00",29141.01184
"2017-04-09 16:50:00",29277.41658
"2017-04-09 17:00:00",29686.63079
"2017-04-09 17:10:00",30275.65124
"2017-04-09 17:20:00",30486.45856
"2017-04-09 17:30:00",30784.06889
"2017-04-09 17:40:00",30976.27557
"2017-04-09 17:50:00",31168.48224
"2017-04-09 18:00:00",31410.29064
"2017-04-09 18:10:00",32284.52099
"2017-04-09 18:20:00",33319.95694
"2017-04-09 18:30:00",34181.78687
"2017-04-09 18:40:00",35384.62863
"2017-04-09 18:50:00",37275.69429
"2017-04-09 19:00:00",39755.78041
"2017-04-09 19:10:00",40499.80624
"2017-04-09 19:20:00",40648.61141
"2017-04-09 19:30:00",41002.02368
"2017-04-09 19:40:00",41119.82777
"2017-04-09 19:50:00",41231.43165
"2017-04-09 20:00:00",41801.85145
"2017-04-09 20:10:00",42068.46071
"2017-04-09 20:20:00",41969.25727
"2017-04-09 20:30:00",41944.4564
"2017-04-09 20:40:00",42155.26372
"2017-04-09 20:50:00",42031.25942
"2017-04-09 21:00:00",41609.64478
"2017-04-09 21:10:00",41448.43918
"2017-04-09 21:20:00",41014.42411
"2017-04-09 21:30:00",40617.61033
"2017-04-09 21:40:00",40084.39182
"2017-04-09 21:50:00",39600.77503
"2017-04-09 22:00:00",38906.35091
"2017-04-09 22:10:00",38280.12917
"2017-04-09 22:20:00",37393.49839
"2017-04-09 22:30:00",36413.86437
"2017-04-09 22:40:00",35514.83315
"2017-04-09 22:50:00",34659.20344
"2017-04-09 23:00:00",33487.36276
"2017-04-09 23:10:00",32414.72551
"2017-04-09 23:20:00",30815.06997
"2017-04-09 23:30:00",30517.45963
"2017-04-09 23:40:00",29854.0366
"2017-04-09 23:50:00",29209.21421
"2017-04-10 00:00:00",28254.38105
"2017-04-10 00:10:00",27907.169
"2017-04-10 00:20:00",27479.35414
"2017-04-10 00:30:00",27113.54144
"2017-04-10 00:40:00",26741.52853
"2017-04-10 00:50:00",26357.11518
"2017-04-10 01:00:00",25854.89774
"2017-04-10 01:10:00",25451.88375
"2017-04-10 01:20:00",25055.06997
"2017-04-10 01:30:00",25011.66846
"2017-04-10 01:40:00",24838.06243
"2017-04-10 01:50:00",24664.4564
"2017-04-10 02:00:00",24292.44349
"2017-04-10 02:10:00",24137.43811
"2017-04-10 02:20:00",24249.04198
"2017-04-10 02:30:00",23877.02906
"2017-04-10 02:40:00",23641.42088
"2017-04-10 02:50:00",23486.4155
"2017-04-10 03:00:00",23381.01184
"2017-04-10 03:10:00",23424.41335
"2017-04-10 03:20:00",23486.4155
"2017-04-10 03:30:00",23598.01938
"2017-04-10 03:40:00",23635.22067
"2017-04-10 03:50:00",23790.22605
"2017-04-10 04:00:00",24162.23897
"2017-04-10 04:10:00",24013.4338
"2017-04-10 04:20:00",24912.46502
"2017-04-10 04:30:00",25048.86975
"2017-04-10 04:40:00",24373.04629
"2017-04-10 04:50:00",23945.23143
"2017-04-10 05:00:00",23846.02799
"2017-04-10 05:10:00",23734.42411
"2017-04-10 05:20:00",23226.00646
"2017-04-10 05:30:00",22227.7718
"2017-04-10 05:40:00",21700.7535
"2017-04-10 05:50:00",21006.32939
"2017-04-10 06:00:00",21099.33262
"2017-04-10 06:10:00",21024.93003
"2017-04-10 06:20:00",21024.93003
"2017-04-10 06:30:00",21483.74596
"2017-04-10 06:40:00",21899.16039
"2017-04-10 06:50:00",22078.96663
"2017-04-10 07:00:00",22717.58881
"2017-04-10 07:10:00",23188.80517
"2017-04-10 07:20:00",23660.02153
"2017-04-10 07:30:00",24025.83423
"2017-04-10 07:40:00",24478.44995
"2017-04-10 07:50:00",25203.87513
"2017-04-10 08:00:00",25978.90205
"2017-04-10 08:10:00",26245.5113
"2017-04-10 08:20:00",26896.53391
"2017-04-10 08:30:00",27690.16146
"2017-04-10 08:40:00",28651.19483
"2017-04-10 08:50:00",29172.01292
"2017-04-10 09:00:00",29717.63186
"2017-04-10 09:10:00",30362.45425
"2017-04-10 09:20:00",31224.28418
"2017-04-10 09:30:00",31912.50807
"2017-04-10 09:40:00",32482.92788
"2017-04-10 09:50:00",33028.54682
"2017-04-10 10:00:00",33381.9591
"2017-04-10 10:10:00",33741.57158
"2017-04-10 10:20:00",34628.20237
"2017-04-10 10:30:00",33388.15931
"2017-04-10 10:40:00",29420.02153
"2017-04-10 10:50:00",29438.62217
"2017-04-10 11:00:00",29798.23466
"2017-04-10 11:10:00",31441.29171
"2017-04-10 11:20:00",31738.90205
"2017-04-10 11:30:00",31664.49946
"2017-04-10 11:40:00",32365.12379
"2017-04-10 11:50:00",33016.14639
"2017-04-10 12:00:00",33400.55974
"2017-04-10 12:10:00",33927.57804
"2017-04-10 12:20:00",34423.59526
"2017-04-10 12:30:00",34876.21098
"2017-04-10 12:40:00",35118.01938
"2017-04-10 12:50:00",35006.4155
"2017-04-10 13:00:00",34969.21421
"2017-04-10 13:10:00",35043.61679
"2017-04-10 13:20:00",35446.63079
"2017-04-10 13:30:00",35291.6254
"2017-04-10 13:40:00",34956.81378
"2017-04-10 13:50:00",34789.40797
"2017-04-10 14:00:00",34560
"2017-04-10 14:10:00",34001.98062
"2017-04-10 14:20:00",33995.78041
"2017-04-10 14:30:00",33772.57266
"2017-04-10 14:40:00",33264.15501
"2017-04-10 14:50:00",33152.55113
"2017-04-10 15:00:00",32854.9408
"2017-04-10 15:10:00",32823.93972
"2017-04-10 15:20:00",33412.96017
"2017-04-10 15:30:00",34082.58342
"2017-04-10 15:40:00",34144.58558
"2017-04-10 15:50:00",34008.18084
"2017-04-10 16:00:00",33908.9774
"2017-04-10 16:10:00",33636.16792
"2017-04-10 16:20:00",33598.96663
"2017-04-10 16:30:00",33877.97632
"2017-04-10 16:40:00",33667.169
"2017-04-10 16:50:00",33332.35737
"2017-04-10 17:00:00",32644.13348
"2017-04-10 17:10:00",32538.72982
"2017-04-10 17:20:00",32489.12809
"2017-04-10 17:30:00",32420.92573
"2017-04-10 17:40:00",33127.75027
"2017-04-10 17:50:00",33400.55974
"2017-04-10 18:00:00",33350.95802
"2017-04-10 18:10:00",34132.18515
"2017-04-10 18:20:00",35434.23036
"2017-04-10 18:30:00",36426.2648
"2017-04-10 18:40:00",37486.50161
"2017-04-10 18:50:00",39445.76964
"2017-04-10 19:00:00",41634.44564
"2017-04-10 19:10:00",43041.89451
"2017-04-10 19:20:00",43413.90743
"2017-04-10 19:30:00",43296.10334
"2017-04-10 19:40:00",43364.30571
"2017-04-10 19:50:00",43581.31324
"2017-04-10 20:00:00",43556.51238
"2017-04-10 20:10:00",43196.89989
"2017-04-10 20:20:00",43054.29494
"2017-04-10 20:30:00",42762.88482
"2017-04-10 20:40:00",42583.07858
"2017-04-10 20:50:00",42552.0775
"2017-04-10 21:00:00",42124.26265
"2017-04-10 21:10:00",41225.23143
"2017-04-10 21:20:00",41051.6254
"2017-04-10 21:30:00",40735.41442
"2017-04-10 21:40:00",39929.38644
"2017-04-10 21:50:00",39464.37029
"2017-04-10 22:00:00",39216.36168
"2017-04-10 22:10:00",38379.33262
"2017-04-10 22:20:00",37449.30032
"2017-04-10 22:30:00",36593.67061
"2017-04-10 22:40:00",35911.64693
"2017-04-10 22:50:00",34671.60388
"2017-04-10 23:00:00",33208.35307
"2017-04-10 23:10:00",32644.13348
"2017-04-10 23:20:00",31714.10118
"2017-04-10 23:30:00",30957.67492
"2017-04-10 23:40:00",30275.65124
"2017-04-10 23:50:00",29655.62971
"2017-04-11 00:00:00",28731.79763
"2017-04-11 00:10:00",28161.37783
"2017-04-11 00:20:00",27466.95371
"2017-04-11 00:30:00",26946.13563
"2017-04-11 00:40:00",26654.72551
"2017-04-11 00:50:00",26251.71152
"2017-04-11 01:00:00",25823.89666
"2017-04-11 01:10:00",25557.28741
"2017-04-11 01:20:00",25433.2831
"2017-04-11 01:30:00",24831.86222
"2017-04-11 01:40:00",24490.85038
"2017-04-11 01:50:00",24180.83961
"2017-04-11 02:00:00",24168.43918
"2017-04-11 02:10:00",24007.23358
"2017-04-11 02:20:00",23833.62756
"2017-04-11 02:30:00",23728.2239
"2017-04-11 02:40:00",23554.61787
"2017-04-11 02:50:00",23343.81055
"2017-04-11 03:00:00",23523.61679
"2017-04-11 03:10:00",23374.81163
"2017-04-11 03:20:00",23356.21098
"2017-04-11 03:30:00",23548.41765
"2017-04-11 03:40:00",23567.0183
"2017-04-11 03:50:00",23709.62325
"2017-04-11 04:00:00",23957.63186
"2017-04-11 04:10:00",24193.24004
"2017-04-11 04:20:00",25079.87083
"2017-04-11 04:30:00",25005.46825
"2017-04-11 04:40:00",24559.05274
"2017-04-11 04:50:00",24205.64047
"2017-04-11 05:00:00",24050.63509
"2017-04-11 05:10:00",23963.83208
"2017-04-11 05:20:00",23529.81701
"2017-04-11 05:30:00",22556.38321
"2017-04-11 05:40:00",21570.54898
"2017-04-11 05:50:00",21086.93219
"2017-04-11 06:00:00",20869.92465
"2017-04-11 06:10:00",20727.3197
"2017-04-11 06:20:00",20956.72766
"2017-04-11 06:30:00",21279.13886
"2017-04-11 06:40:00",21824.7578
"2017-04-11 06:50:00",22314.57481
"2017-04-11 07:00:00",22891.19483
"2017-04-11 07:10:00",24422.64801
"2017-04-11 07:20:00",24081.63617
"2017-04-11 07:30:00",24397.84715
"2017-04-11 07:40:00",25129.47255
"2017-04-11 07:50:00",25414.68245
"2017-04-11 08:00:00",25104.67169
"2017-04-11 08:10:00",26140.10764
"2017-04-11 08:20:00",27237.54575
"2017-04-11 08:30:00",28037.37352
"2017-04-11 08:40:00",28520.99031
"2017-04-11 08:50:00",29240.21529
"2017-04-11 09:00:00",29599.82777
"2017-04-11 09:10:00",29978.0409
"2017-04-11 09:20:00",30498.85899
"2017-04-11 09:30:00",31323.48762
"2017-04-11 09:40:00",32216.31862
"2017-04-11 09:50:00",32495.32831
"2017-04-11 10:00:00",33065.74812
"2017-04-11 10:10:00",33598.96663
"2017-04-11 10:20:00",34194.1873
"2017-04-11 10:30:00",34473.19699
"2017-04-11 10:40:00",34845.2099
"2017-04-11 10:50:00",34758.40689
"2017-04-11 11:00:00",34969.21421
"2017-04-11 11:10:00",34727.40581
"2017-04-11 11:20:00",35446.63079
"2017-04-11 11:30:00",34876.21098
"2017-04-11 11:40:00",35049.81701
"2017-04-11 11:50:00",35180.02153
"2017-04-11 12:00:00",34981.61464
"2017-04-11 12:10:00",34863.81055
"2017-04-11 12:20:00",34994.01507
"2017-04-11 12:30:00",35062.21744
"2017-04-11 12:40:00",35155.22067
"2017-04-11 12:50:00",34944.41335
"2017-04-11 13:00:00",34262.38967
"2017-04-11 13:10:00",34535.19914
"2017-04-11 13:20:00",34646.80301
"2017-04-11 13:30:00",34777.00753
"2017-04-11 13:40:00",34783.20775
"2017-04-11 13:50:00",33834.57481
"2017-04-11 14:00:00",34522.79871
"2017-04-11 14:10:00",34429.79548
"2017-04-11 14:20:00",34497.99785
"2017-04-11 14:30:00",34187.98708
"2017-04-11 14:40:00",33884.17653
"2017-04-11 14:50:00",33710.57051
"2017-04-11 15:00:00",33412.96017
"2017-04-11 15:10:00",33400.55974
"2017-04-11 15:20:00",33288.95587
"2017-04-11 15:30:00",33375.75888
"2017-04-11 15:40:00",33357.15823
"2017-04-11 15:50:00",33388.15931
"2017-04-11 16:00:00",33133.95048
"2017-04-11 16:10:00",33040.94726
"2017-04-11 16:20:00",32892.14209
"2017-04-11 16:30:00",32830.13994
"2017-04-11 16:40:00",32489.12809
"2017-04-11 16:50:00",31980.71044
"2017-04-11 17:00:00",31807.10441
"2017-04-11 17:10:00",31986.91066
"2017-04-11 17:20:00",32098.51453
"2017-04-11 17:30:00",32030.31216
"2017-04-11 17:40:00",32098.51453
"2017-04-11 17:50:00",32104.71475
"2017-04-11 18:00:00",32110.91496
"2017-04-11 18:10:00",32867.34123
"2017-04-11 18:20:00",33381.9591
"2017-04-11 18:30:00",34504.19806
"2017-04-11 18:40:00",35614.0366
"2017-04-11 18:50:00",37641.507
"2017-04-11 19:00:00",40964.82239
"2017-04-11 19:10:00",42893.08934
"2017-04-11 19:20:00",43748.71905
"2017-04-11 19:30:00",43878.92357
"2017-04-11 19:40:00",43990.52745
"2017-04-11 19:50:00",43922.32508
"2017-04-11 20:00:00",43618.51453
"2017-04-11 20:10:00",43370.50592
"2017-04-11 20:20:00",43289.90312
"2017-04-11 20:30:00",43258.90205
"2017-04-11 20:40:00",43283.70291
"2017-04-11 20:50:00",43351.90527
"2017-04-11 21:00:00",43153.49839
"2017-04-11 21:10:00",42731.88375
"2017-04-11 21:20:00",42124.26265
"2017-04-11 21:30:00",41764.65016
"2017-04-11 21:40:00",40921.42088
"2017-04-11 21:50:00",40543.20775
"2017-04-11 22:00:00",40226.99677
"2017-04-11 22:10:00",39637.97632
"2017-04-11 22:20:00",38906.35091
"2017-04-11 22:30:00",38292.5296
"2017-04-11 22:40:00",37306.69537
"2017-04-11 22:50:00",36302.2605
"2017-04-11 23:00:00",35211.0226
"2017-04-11 23:10:00",34336.79225
"2017-04-11 23:20:00",33276.55544
"2017-04-11 23:30:00",32340.32293
"2017-04-11 23:40:00",31559.0958
"2017-04-11 23:50:00",30616.66308
"2017-04-12 00:00:00",29587.42734
"2017-04-12 00:10:00",29110.01076
"2017-04-12 00:20:00",28700.79656
"2017-04-12 00:30:00",28006.37244
"2017-04-12 00:40:00",27603.35845
"2017-04-12 00:50:00",27032.93864
"2017-04-12 01:00:00",26425.31755
"2017-04-12 01:10:00",26140.10764
"2017-04-12 01:20:00",25929.30032
"2017-04-12 01:30:00",25575.88805
"2017-04-12 01:40:00",25135.67277
"2017-04-12 01:50:00",24794.66093
"2017-04-12 02:00:00",24621.0549
"2017-04-12 02:10:00",24503.25081
"2017-04-12 02:20:00",24664.4564
"2017-04-12 02:30:00",24559.05274
"2017-04-12 02:40:00",24211.84069
"2017-04-12 02:50:00",24273.84284
"2017-04-12 03:00:00",23994.83315
"2017-04-12 03:10:00",23988.63294
"2017-04-12 03:20:00",24056.83531
"2017-04-12 03:30:00",24156.03875
"2017-04-12 03:40:00",24304.84392
"2017-04-12 03:50:00",24490.85038
"2017-04-12 04:00:00",24943.46609
"2017-04-12 04:10:00",24999.26803
"2017-04-12 04:20:00",25774.29494
"2017-04-12 04:30:00",25532.48654
"2017-04-12 04:40:00",25036.46932
"2017-04-12 04:50:00",24571.45318
"2017-04-12 05:00:00",23771.6254
"2017-04-12 05:10:00",23870.82885
"2017-04-12 05:20:00",23145.40366
"2017-04-12 05:30:00",22581.18407
"2017-04-12 05:40:00",21930.16146
"2017-04-12 05:50:00",21409.34338
"2017-04-12 06:00:00",21272.93864
"2017-04-12 06:10:00",21403.14316
"2017-04-12 06:20:00",21403.14316
"2017-04-12 06:30:00",21954.96233
"2017-04-12 06:40:00",22072.76642
"2017-04-12 06:50:00",22122.36814
"2017-04-12 07:00:00",23021.39935
"2017-04-12 07:10:00",23604.21959
"2017-04-12 07:20:00",23641.42088
"2017-04-12 07:30:00",24676.85684
"2017-04-12 07:40:00",24924.86545
"2017-04-12 07:50:00",25179.07427
"2017-04-12 08:00:00",25805.29602
"2017-04-12 08:10:00",26493.51991
"2017-04-12 08:20:00",27628.15931
"2017-04-12 08:30:00",28074.57481
"2017-04-12 08:40:00",28434.1873
"2017-04-12 08:50:00",29023.20775
"2017-04-12 09:00:00",29593.62756
"2017-04-12 09:10:00",29767.23358
"2017-04-12 09:20:00",30381.0549
"2017-04-12 09:30:00",30821.27018
"2017-04-12 09:40:00",31701.70075
"2017-04-12 09:50:00",32662.73412
"2017-04-12 10:00:00",33313.75673
"2017-04-12 10:10:00",33543.16469
"2017-04-12 10:20:00",34063.98278
"2017-04-12 10:30:00",34237.58881
"2017-04-12 10:40:00",34355.3929
"2017-04-12 10:50:00",34628.20237
"2017-04-12 11:00:00",35068.41765
"2017-04-12 11:10:00",34628.20237
"2017-04-12 11:20:00",34870.01076
"2017-04-12 11:30:00",35093.21851
"2017-04-12 11:40:00",35434.23036
"2017-04-12 11:50:00",35521.03337
"2017-04-12 12:00:00",35403.22928
"2017-04-12 12:10:00",35502.43272
"2017-04-12 12:20:00",35316.42626
"2017-04-12 12:30:00",35533.4338
"2017-04-12 12:40:00",35552.03445
"2017-04-12 12:50:00",35180.02153
"2017-04-12 13:00:00",34894.81163
"2017-04-12 13:10:00",34944.41335
"2017-04-12 13:20:00",34653.00323
"2017-04-12 13:30:00",34367.79333
"2017-04-12 13:40:00",34584.80086
"2017-04-12 13:50:00",34448.39612
"2017-04-12 14:00:00",34640.6028
"2017-04-12 14:10:00",34516.59849
"2017-04-12 14:20:00",34243.78902
"2017-04-12 14:30:00",34094.98385
"2017-04-12 14:40:00",33623.76749
"2017-04-12 14:50:00",33270.35522
"2017-04-12 15:00:00",33357.15823
"2017-04-12 15:10:00",33406.75996
"2017-04-12 15:20:00",33419.16039
"2017-04-12 15:30:00",33239.35414
"2017-04-12 15:40:00",32873.54144
"2017-04-12 15:50:00",32929.34338
"2017-04-12 16:00:00",33208.35307
"2017-04-12 16:10:00",32817.7395
"2017-04-12 16:20:00",32650.33369
"2017-04-12 16:30:00",32526.32939
"2017-04-12 16:40:00",32507.72874
"2017-04-12 16:50:00",32141.91604
"2017-04-12 17:00:00",31968.31001
"2017-04-12 17:10:00",31943.50915
"2017-04-12 17:20:00",31986.91066
"2017-04-12 17:30:00",31794.70398
"2017-04-12 17:40:00",31974.51023
"2017-04-12 17:50:00",31738.90205
"2017-04-12 18:00:00",31614.89774
"2017-04-12 18:10:00",32135.71582
"2017-04-12 18:20:00",32619.33262
"2017-04-12 18:30:00",33803.57374
"2017-04-12 18:40:00",35049.81701
"2017-04-12 18:50:00",36953.2831
"2017-04-12 19:00:00",40239.3972
"2017-04-12 19:10:00",42198.66523
"2017-04-12 19:20:00",43023.29386
"2017-04-12 19:30:00",43079.0958
"2017-04-12 19:40:00",43451.10872
"2017-04-12 19:50:00",43420.10764
"2017-04-12 20:00:00",43041.89451
"2017-04-12 20:10:00",42998.493
"2017-04-12 20:20:00",42942.69107
"2017-04-12 20:30:00",42583.07858
"2017-04-12 20:40:00",42992.29279
"2017-04-12 20:50:00",42893.08934
"2017-04-12 21:00:00",42496.27557
"2017-04-12 21:10:00",42397.07212
"2017-04-12 21:20:00",41572.44349
"2017-04-12 21:30:00",41175.62971
"2017-04-12 21:40:00",40791.21636
"2017-04-12 21:50:00",40605.2099
"2017-04-12 22:00:00",40053.39074
"2017-04-12 22:10:00",39253.56297
"2017-04-12 22:20:00",38509.53714
"2017-04-12 22:30:00",37629.10657
"2017-04-12 22:40:00",36562.66954
"2017-04-12 22:50:00",35552.03445
"2017-04-12 23:00:00",34708.80517
"2017-04-12 23:10:00",33536.96448
"2017-04-12 23:20:00",32650.33369
"2017-04-12 23:30:00",31949.70936
"2017-04-12 23:40:00",31397.8902
"2017-04-12 23:50:00",30213.64909
"2017-04-13 00:00:00",29382.82024
"2017-04-13 00:10:00",28893.00323
"2017-04-13 00:20:00",28390.78579
"2017-04-13 00:30:00",27634.35953
"2017-04-13 00:40:00",27212.74489
"2017-04-13 00:50:00",26729.12809
"2017-04-13 01:00:00",26071.90527
"2017-04-13 01:10:00",25941.70075
"2017-04-13 01:20:00",25662.69107
"2017-04-13 01:30:00",25365.08073
"2017-04-13 01:40:00",25067.4704
"2017-04-13 01:50:00",24900.06459
"2017-04-13 02:00:00",24577.65339
"2017-04-13 02:10:00",24416.44779
"2017-04-13 02:20:00",24453.64909
"2017-04-13 02:30:00",24230.44133
"2017-04-13 02:40:00",24137.43811
"2017-04-13 02:50:00",24255.2422
"2017-04-13 03:00:00",23982.43272
"2017-04-13 03:10:00",23945.23143
"2017-04-13 03:20:00",24044.43488
"2017-04-13 03:30:00",24280.04306
"2017-04-13 03:40:00",24236.64155
"2017-04-13 03:50:00",24087.83638
"2017-04-13 04:00:00",24422.64801
"2017-04-13 04:10:00",24608.65447
"2017-04-13 04:20:00",25414.68245
"2017-04-13 04:30:00",25377.48116
"2017-04-13 04:40:00",24881.46394
"2017-04-13 04:50:00",24590.05382
"2017-04-13 05:00:00",24571.45318
"2017-04-13 05:10:00",24373.04629
"2017-04-13 05:20:00",23455.41442
"2017-04-13 05:30:00",22494.38105
"2017-04-13 05:40:00",21725.55436
"2017-04-13 05:50:00",21006.32939
"2017-04-13 06:00:00",21080.73197
"2017-04-13 06:10:00",21353.54144
"2017-04-13 06:20:00",21415.5436
"2017-04-13 06:30:00",21322.54037
"2017-04-13 06:40:00",21632.55113
"2017-04-13 06:50:00",22103.76749
"2017-04-13 07:00:00",23219.80624
"2017-04-13 07:10:00",23672.42196
"2017-04-13 07:20:00",23883.22928
"2017-04-13 07:30:00",24255.2422
"2017-04-13 07:40:00",24738.85899
"2017-04-13 07:50:00",25135.67277
"2017-04-13 08:00:00",25972.70183
"2017-04-13 08:10:00",26741.52853
"2017-04-13 08:20:00",27249.94618
"2017-04-13 08:30:00",27869.96771
"2017-04-13 08:40:00",28204.77933
"2017-04-13 08:50:00",28396.98601
"2017-04-13 09:00:00",28874.40258
"2017-04-13 09:10:00",29302.21744
"2017-04-13 09:20:00",30201.24865
"2017-04-13 09:30:00",30703.46609
"2017-04-13 09:40:00",31249.08504
"2017-04-13 09:50:00",31664.49946
"2017-04-13 10:00:00",32172.91712
"2017-04-13 10:10:00",32997.54575
"2017-04-13 10:20:00",33350.95802
"2017-04-13 10:30:00",33357.15823
"2017-04-13 10:40:00",33772.57266
"2017-04-13 10:50:00",34175.58665
"2017-04-13 11:00:00",34684.00431
"2017-04-13 11:10:00",34690.20452
"2017-04-13 11:20:00",34572.40043
"2017-04-13 11:30:00",34938.21313
"2017-04-13 11:40:00",35217.22282
"2017-04-13 11:50:00",35496.23251
"2017-04-13 12:00:00",35304.02583
"2017-04-13 12:10:00",35496.23251
"2017-04-13 12:20:00",35378.42842
"2017-04-13 12:30:00",35372.2282
"2017-04-13 12:40:00",35335.02691
"2017-04-13 12:50:00",35428.03014
"2017-04-13 13:00:00",35366.02799
"2017-04-13 13:10:00",35459.03122
"2017-04-13 13:20:00",35211.0226
"2017-04-13 13:30:00",35173.82131
"2017-04-13 13:40:00",34894.81163
"2017-04-13 13:50:00",35111.81916
"2017-04-13 14:00:00",35105.61895
"2017-04-13 14:10:00",35068.41765
"2017-04-13 14:20:00",34956.81378
"2017-04-13 14:30:00",33474.96233
"2017-04-13 14:40:00",32030.31216
"2017-04-13 14:50:00",33239.35414
"2017-04-13 15:00:00",33908.9774
